starttime	seconds	ctime	dtime	ttime	wait
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	31
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	31	32	31
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	31
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	31
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	31
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	31
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	31
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	31
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	31
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	31
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	31
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	31
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	30
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:12 2012	1331733072	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	31
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	31
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	31
Wed Mar 14 14:51:10 2012	1331733070	3	29	32	29
Wed Mar 14 14:51:10 2012	1331733070	0	31	32	31
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	31
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:12 2012	1331733072	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	1	31	32	31
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	31	32	31
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	1	31	32	30
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	31
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:12 2012	1331733072	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	31
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	31
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	1	30	32	30
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	31
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	31
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	31
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	31
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:12 2012	1331733072	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	29
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:12 2012	1331733072	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	31
Wed Mar 14 14:51:10 2012	1331733070	1	31	32	31
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	1	31	32	31
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	3	29	32	29
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	31
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:12 2012	1331733072	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	31
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:12 2012	1331733072	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	1	31	32	31
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:12 2012	1331733072	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	31
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:12 2012	1331733072	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:12 2012	1331733072	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	29
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:12 2012	1331733072	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	1	31	32	31
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	3	30	32	30
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	31
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:12 2012	1331733072	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	1	31	32	31
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:12 2012	1331733072	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:12 2012	1331733072	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	31
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:12 2012	1331733072	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:12 2012	1331733072	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	3	30	32	30
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:12 2012	1331733072	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	30
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	1	32	32	32
Wed Mar 14 14:51:11 2012	1331733071	0	32	32	32
Wed Mar 14 14:51:10 2012	1331733070	0	32	32	32
